CNSH01224110,122411,4693
CNSH01224128,122412,4710
CNSH01224136,122413,4697
CNSH01224169,122416,4709
CNSH01224177,122417,4696
CNSH01224219,122421,4671
CNSH01224235,122423,4717
CNSH01224243,122424,4707
CNSH01224250,122425,4735
CNSH01224268,122426,4734
CNSH01224276,122427,4695
CNSH01224284,122428,2502
CNSH01224292,122429,4714
CNSH01224318,122431,4733
CNSH01224326,122432,4712
CNSH01224334,122433,4716
CNSH01224342,122434,4810
CNSH01224359,122435,4756
CNSH01224367,122436,4750
CNSH01224375,122437,4754
CNSH01224391,122439,4833
CNSH01224409,122440,4804
CNSH01224417,122441,4768
CNSH01224433,122443,2490
CNSH01224441,122444,4766
CNSH01224458,122445,4809
CNSH01224466,122446,4807
CNSH01224482,122448,4806
CNSH01224490,122449,4830
CNSH01224508,122450,4914
CNSH01224516,122451,4822
CNSH01224524,122452,4829
CNSH01224540,122454,4932
CNSH01224557,122455,5246
CNSH01224565,122456,5247
CNSH01224573,122457,4866
CNSH01224607,122460,5310
CNSH01224615,122461,3902
CNSH01224631,122463,4924
CNSH01224649,122464,4925
CNSH01224664,122466,4923
CNSH01224672,122467,5027
CNSH01224680,122468,4969
CNSH01224698,122469,4970
CNSH01224706,122470,4886
CNSH01224722,122472,4875
CNSH01224730,122473,5166
CNSH01224748,122474,5058
CNSH01224755,122475,4922
CNSH01224763,122476,5013
CNSH01224789,122478,5025
CNSH01224797,122479,4948
CNSH01224805,122480,4950
CNSH01224813,122481,4979
CNSH01224821,122482,2587
CNSH01224839,122483,4981
CNSH01224847,122484,5026
CNSH01224854,122485,4910
CNSH01224862,122486,5084
CNSH01224888,122488,5068
CNSH01224904,122490,4972
CNSH01224912,122491,4999
CNSH01224920,122492,5152
CNSH01224938,122493,4971
CNSH01224946,122494,5135
CNSH01224953,122495,5129
CNSH01224961,122496,5222
